State,Year,Annual_Rainfall,Historical_Avg_Rainfall,Rainfall_Anomaly,Rainfall_Anomaly_Percent,Rainfall_Risk_Score,Regional_Rainfall_Risk,Flood_Events,Total_Known_Fatalities,Total_Known_Injuries,Total_Known_Displaced,Total_Animal_Fatalities,Average_Impact_Score,Historical_Flood_Present,Combined_Risk_Score,Combined_Risk_Level,Rainfall_Data_Available,Final_Risk_Level,Final_Risk_Score,Rainfall_Signal,Historical_Flood_Signal,Risk_Fusion_Score,Overall_Risk_Level,Recommended_Action
Chhattisgarh,1995.0,1280.7,1369.1367521367522,-88.43675213675215,-6.459307443082859,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,1996.0,1187.0,1369.1367521367522,-182.1367521367522,-13.303035788974276,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,1997.0,1317.2,1369.1367521367522,-51.93675213675215,-3.79339405327457,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,1998.0,1332.5,1369.1367521367522,-36.63675213675219,-2.675901591245345,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,1999.0,1322.6,1369.1367521367522,-46.53675213675229,-3.39898494902897,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,2000.0,906.3,1369.1367521367522,-462.8367521367522,-33.80500533744515,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,2001.0,1600.1,1369.1367521367522,230.9632478632477,16.86926068581487,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2002.0,990.2,1369.1367521367522,-378.93675213675215,-27.677056477036498,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,2003.0,1694.3,1369.1367521367522,325.16324786324776,23.74950839321051,1.0,Moderate,2.0,0.0,3.0,0.0,0.0,-1.0,1,2.0,High,1,High,2,1.0,1,2.0,HIGH,Increase monitoring and prepare local response resources.
Chhattisgarh,2004.0,1144.5,1369.1367521367522,-224.6367521367522,-16.407181516833244,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,2005.0,1287.2,1369.1367521367522,-81.93675213675215,-5.984555743527959,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,2006.0,1317.7,1369.1367521367522,-51.43675213675215,-3.756874691770347,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,2007.0,1281.2,1369.1367521367522,-87.93675213675215,-6.422788081578636,0.0,Low,1.0,0.0,0.0,0.0,0.0,-1.0,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2008.0,1108.5,1369.1367521367522,-260.6367521367522,-19.03657554513731,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,2009.0,956.6,1369.1367521367522,-412.53675213675217,-30.131157570120298,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Chhattisgarh,2010.0,1306.6,1369.1367521367522,-62.53675213675229,-4.56760451716411,0.0,Low,4.0,23.0,6.0,0.0,0.0,1.0,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2011.0,1302.7,1369.1367521367522,-66.43675213675215,-4.852455536897041,0.0,Low,2.0,6.0,0.0,0.0,0.0,0.5,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2012.0,1377.4,1369.1367521367522,8.263247863247898,0.6035370718338987,0.0,Low,3.0,1.0,0.0,0.0,0.0,-0.3333333333333333,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2013.0,1420.0,1369.1367521367522,50.86324786324781,3.714986671993703,0.0,Low,3.0,2.0,3.0,0.0,0.0,-0.3333333333333333,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2014.0,1278.7,1369.1367521367522,-90.43675213675216,-6.605384889099751,0.0,Low,3.0,9.0,0.0,0.0,0.0,0.6666666666666666,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2015.0,1117.6,1369.1367521367522,-251.53675213675228,-18.371923165760457,0.0,Low,2.0,3.0,8.0,0.0,0.0,1.0,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2016.0,1315.8,1369.1367521367522,-53.33675213675224,-3.8956482654864018,0.0,Low,6.0,16.0,128.0,0.0,13.0,0.6666666666666666,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2017.0,1124.4,1369.1367521367522,-244.7367521367521,-17.875259849303006,0.0,Low,2.0,27.0,0.0,0.0,42.0,1.5,1,1.0,Moderate,1,Moderate,1,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2019.0,,,,,,,1.0,4.0,0.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2020.0,,,,,,,2.0,0.0,0.0,0.0,0.0,-1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2022.0,,,,,,,11.0,7.0,1.0,0.0,4.0,-0.0909090909090909,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Chhattisgarh,2023.0,,,,,,,7.0,1.0,0.0,0.0,36.0,-0.7142857142857143,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Dadar&Nagar Haveli,2023.0,,,,,,,1.0,2.0,0.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Dadra and Nagar Haveli,1976.0,,,,,,,1.0,15.0,0.0,0.0,0.0,2.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Daman and Diu,1982.0,,,,,,,4.0,0.0,3.0,0.0,0.0,-1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1972.0,,,,,,,1.0,0.0,0.0,0.0,0.0,-1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1976.0,,,,,,,1.0,0.0,0.0,0.0,0.0,-1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1978.0,,,,,,,3.0,33.0,0.0,0.0,0.0,0.3333333333333333,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1979.0,,,,,,,1.0,0.0,0.0,0.0,0.0,-1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1980.0,,,,,,,2.0,5.0,5.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1981.0,,,,,,,1.0,1.0,2.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1982.0,,,,,,,1.0,3.0,0.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1983.0,,,,,,,2.0,3.0,13.0,0.0,25.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1984.0,,,,,,,2.0,4.0,19.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1985.0,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1986.0,,,,,,,2.0,3.0,6.0,0.0,0.0,0.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1988.0,,,,,,,1.0,0.0,0.0,0.0,0.0,-1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1990.0,,,,,,,1.0,3.0,5.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1991.0,,,,,,,1.0,5.0,0.0,0.0,0.0,2.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1992.0,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1993.0,,,,,,,3.0,3.0,3.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1995.0,,,,,,,3.0,3.0,0.0,0.0,0.0,0.3333333333333333,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1996.0,,,,,,,2.0,10.0,0.0,0.0,0.0,1.5,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,1997.0,,,,,,,2.0,2.0,1.0,0.0,0.0,0.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,2003.0,,,,,,,2.0,8.0,6.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,2009.0,,,,,,,1.0,2.0,0.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,2010.0,,,,,,,1.0,0.0,0.0,0.0,0.0,-1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,2011.0,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,2013.0,,,,,,,1.0,0.0,1.0,0.0,0.0,-1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,2021.0,,,,,,,1.0,4.0,0.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,2022.0,,,,,,,1.0,3.0,9.0,0.0,0.0,1.0,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Delhi,2023.0,,,,,,,3.0,2.0,10.0,0.0,0.0,-0.3333333333333333,1,1.0,Moderate,0,Historical Flood Signal,2,0.0,1,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1901.0,2792.9,2987.531623931624,-194.63162393162384,-6.514797111184602,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1902.0,2673.9,2987.531623931624,-313.63162393162384,-10.498018545453297,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1903.0,3084.3,2987.531623931624,96.76837606837626,3.239074535419579,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1904.0,2393.7,2987.531623931624,-593.8316239316241,-19.87699876294984,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1905.0,1682.8,2987.531623931624,-1304.731623931624,-43.67256277657684,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1906.0,2418.9,2987.531623931624,-568.6316239316238,-19.03349304745764,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1907.0,2766.6,2987.531623931624,-220.931623931624,-7.395122520607016,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1908.0,2735.5,2987.531623931624,-252.03162393162395,-8.436115685361267,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1909.0,2860.5,2987.531623931624,-127.03162393162393,-4.252059556927767,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1910.0,2544.0,2987.531623931624,-443.5316239316239,-14.84608967412139,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1911.0,2134.7,2987.531623931624,-852.8316239316241,-28.54636306106405,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1912.0,2793.3,2987.531623931624,-194.2316239316237,-6.50140813157361,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1913.0,2617.4,2987.531623931624,-370.13162393162384,-12.389211915505236,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1914.0,3464.6,2987.531623931624,477.068376068376,15.968646900565652,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1915.0,2525.8,2987.531623931624,-461.7316239316237,-15.455288246421302,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1916.0,3402.6,2987.531623931624,415.068376068376,13.893355060862635,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1917.0,3430.9,2987.531623931624,443.36837606837616,14.840625368339987,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1918.0,1867.3,2987.531623931624,-1120.231623931624,-37.49689593100899,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1919.0,2851.7,2987.531623931624,-135.8316239316241,-4.546617108369492,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1920.0,1924.1,2987.531623931624,-1063.431623931624,-35.59566082624881,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1921.0,2899.2,2987.531623931624,-88.33162393162411,-2.956675779564761,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1922.0,2817.5,2987.531623931624,-170.03162393162393,-5.691374865108891,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1923.0,2770.5,2987.531623931624,-217.03162393162395,-7.264579969399887,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1924.0,2444.3,2987.531623931624,-543.2316239316237,-18.183292842159947,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1925.0,2305.1,2987.531623931624,-682.431623931624,-22.8426577467835,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1926.0,3165.9,2987.531623931624,178.36837606837616,5.970426376060965,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1927.0,2747.0,2987.531623931624,-240.53162393162395,-8.051182521545385,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1928.0,3172.4,2987.531623931624,184.86837606837616,6.187997294739508,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1929.0,2509.4,2987.531623931624,-478.13162393162384,-16.00423641047178,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1930.0,2845.7,2987.531623931624,-141.8316239316241,-4.747451802534299,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1931.0,3999.3,2987.531623931624,1011.7683760683764,33.866365395552805,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1932.0,2962.9,2987.531623931624,-24.631623931623835,-0.8244807765150399,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1933.0,3343.4,2987.531623931624,355.86837606837616,11.911786078436537,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1934.0,3272.3,2987.531623931624,284.76837606837626,9.531894952583563,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1935.0,2542.7,2987.531623931624,-444.8316239316241,-14.889603857857104,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1936.0,2783.4,2987.531623931624,-204.13162393162384,-6.832785376945546,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1937.0,3192.0,2987.531623931624,204.46837606837607,6.844057295677877,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1938.0,3495.5,2987.531623931624,507.9683760683761,17.002945575514417,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1939.0,2758.6,2987.531623931624,-228.931623931624,-7.662902112826759,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1940.0,3313.7,2987.531623931624,326.1683760683759,10.917654342320729,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1941.0,1889.6,2987.531623931624,-1097.931623931624,-36.75046031769646,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1942.0,3279.5,2987.531623931624,291.9683760683761,9.772896585581329,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1943.0,3251.3,2987.531623931624,263.76837606837626,8.828973523006736,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1944.0,2952.1,2987.531623931624,-35.43162393162402,-1.1859832260117005,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1945.0,3244.5,2987.531623931624,256.9683760683761,8.601360869619947,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1946.0,3358.9,2987.531623931624,371.36837606837616,12.43060903836229,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1947.0,3090.1,2987.531623931624,102.56837606837598,3.4332147397788844,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1948.0,3119.8,2987.531623931624,132.26837606837626,4.427346475894693,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1949.0,3213.7,2987.531623931624,226.1683760683759,7.570409439573927,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1950.0,2929.2,2987.531623931624,-58.33162393162411,-1.952502308740721,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1951.0,2849.4,2987.531623931624,-138.13162393162384,-4.6236037411326585,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1952.0,2522.0,2987.531623931624,-465.5316239316239,-15.582483552725687,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1953.0,3327.8,2987.531623931624,340.26837606837626,11.389615873608038,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1954.0,3790.3,2987.531623931624,802.7683760683763,26.870623548811988,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1955.0,3897.5,2987.531623931624,909.968376068376,30.458870084556555,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1956.0,3663.7,2987.531623931624,676.1683760683759,22.63301150193453,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1957.0,3123.5,2987.531623931624,135.96837606837607,4.551194537296318,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1958.0,4000.2,2987.531623931624,1012.668376068376,33.89649059967751,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1959.0,3588.6,2987.531623931624,601.068376068376,20.119230579971685,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1960.0,3027.7,2987.531623931624,40.16837606837589,1.344533920464878,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1961.0,3921.0,2987.531623931624,933.468376068376,31.24547263670205,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1962.0,3485.1,2987.531623931624,497.568376068376,16.65483210562875,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1963.0,3606.8,2987.531623931624,619.2683760683763,20.72842915227161,1.0,Moderate,0.0,0.0,0.0,0.0,0.0,,0,1.0,Moderate,1,Moderate,1,1.0,0,1.0,MODERATE,Continue monitoring rainfall and historical flood conditions.
Goa,1964.0,3192.7,2987.531623931624,205.1683760683759,6.867488009997098,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
Goa,1965.0,3071.5,2987.531623931624,83.96837606837607,2.8106271878679827,0.0,Low,0.0,0.0,0.0,0.0,0.0,,0,0.0,Low,1,Low,0,0.0,0,0.0,LOW,Routine monitoring recommended.
