SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND,Historical_Avg_Rainfall,Rainfall_Anomaly,Rainfall_Anomaly_Percent
Bihar,1908,14.7,38.6,6.1,2.2,36.7,94.0,202.3,167.3,149.9,25.4,0.0,0.3,737.5,53.3,45.0,613.6,25.6,1196.5632478632479,-459.06324786324785,-38.36514690577501
Bihar,1909,7.0,6.3,0.0,72.8,25.8,446.0,256.2,352.4,175.4,43.1,0.0,5.6,1390.5,13.3,98.6,1229.9,48.7,1196.5632478632479,193.93675213675215,16.207814545789617
Bihar,1910,2.4,4.8,6.6,5.7,51.5,279.5,365.1,328.8,258.5,73.8,21.7,0.0,1398.5,7.2,63.8,1232.0,95.5,1196.5632478632479,201.93675213675215,16.876396003082906
Bihar,1911,9.4,0.1,28.2,13.1,41.7,312.3,199.0,425.5,279.1,122.8,17.8,0.0,1449.2,9.5,83.0,1216.0,140.7,1196.5632478632479,252.6367521367522,21.113530988679123
Bihar,1912,5.5,8.5,23.9,25.4,62.7,146.8,362.4,302.9,104.7,14.0,72.6,0.0,1129.4,14.0,112.0,916.9,86.6,1196.5632478632479,-67.16324786324776,-5.613012766620063
Bihar,1913,0.0,38.0,18.1,1.4,106.1,379.9,258.8,363.0,270.3,61.0,0.5,32.8,1529.7,38.0,125.5,1272.0,94.3,1196.5632478632479,333.1367521367522,27.84113190269283
Bihar,1914,0.2,22.7,8.0,29.0,77.0,84.4,269.1,460.4,98.4,10.1,0.0,0.6,1059.8,22.8,114.0,912.3,10.7,1196.5632478632479,-136.7632478632479,-11.42967144507168
Bihar,1915,8.2,57.1,22.5,6.4,72.5,149.1,321.3,415.0,185.1,75.3,36.7,0.3,1349.4,65.3,101.4,1070.4,112.4,1196.5632478632479,152.83675213675224,12.772977308945357
Bihar,1916,0.6,16.5,0.3,25.3,25.1,270.3,445.6,325.2,265.2,130.1,0.4,0.0,1504.6,17.1,50.7,1306.3,130.6,1196.5632478632479,308.03675213675206,25.74345758043513
Bihar,1917,2.7,19.7,7.9,5.8,103.3,227.8,328.7,249.3,272.1,116.5,0.0,0.2,1334.1,22.4,117.0,1077.9,116.7,1196.5632478632479,137.53675213675206,11.494315271871928
Bihar,1918,0.6,0.1,1.8,29.5,105.4,251.6,240.3,519.2,254.4,8.6,0.1,0.0,1411.7,0.7,136.8,1265.5,8.7,1196.5632478632479,215.1367521367522,17.979555407616836
Bihar,1919,40.2,7.7,3.8,11.6,42.3,195.0,417.8,230.1,244.8,58.6,0.0,0.7,1252.7,47.9,57.6,1087.9,59.4,1196.5632478632479,56.13675213675219,4.691498943912735
Bihar,1920,0.0,19.2,31.0,2.6,28.8,108.9,361.6,228.5,337.6,5.6,0.0,0.0,1123.9,19.3,62.4,1036.6,5.6,1196.5632478632479,-72.66324786324776,-6.072662518509198
Bihar,1921,26.8,0.6,6.5,21.2,26.3,132.4,303.8,422.0,295.8,37.0,0.0,0.0,1272.2,27.3,54.0,1153.9,37.0,1196.5632478632479,75.6367521367522,6.321166246065124
Bihar,1922,12.2,4.6,0.0,9.6,22.0,345.8,427.3,363.5,241.3,15.7,0.7,6.5,1449.2,16.8,31.6,1377.9,22.9,1196.5632478632479,252.6367521367522,21.113530988679123
Bihar,1923,1.3,35.1,1.5,13.5,38.1,171.7,253.9,243.2,148.9,74.4,0.7,0.4,982.8,36.4,53.1,817.8,75.5,1196.5632478632479,-213.7632478632479,-17.864767971519576
Bihar,1924,2.5,12.7,1.8,8.8,14.8,170.6,514.0,295.7,320.3,53.1,61.7,0.2,1456.3,15.3,25.5,1300.6,115.0,1196.5632478632479,259.7367521367521,21.706897032026905
Bihar,1925,7.7,1.8,7.7,52.9,38.6,130.4,322.9,331.5,269.4,17.6,11.0,0.0,1191.5,9.6,99.2,1054.2,28.6,1196.5632478632479,-5.063247863247852,-0.4231492043809219
Bihar,1926,16.3,0.6,29.7,12.8,47.0,48.1,451.5,276.0,211.6,17.6,1.8,8.7,1121.8,16.9,89.6,987.2,28.1,1196.5632478632479,-74.7632478632479,-6.248165151048697
Bihar,1927,24.2,36.4,31.9,3.1,52.9,115.9,301.5,242.7,231.4,21.5,38.6,0.2,1100.2,60.6,87.9,891.5,60.3,1196.5632478632479,-96.3632478632478,-8.053335085740567
Bihar,1928,41.2,21.5,0.1,18.3,54.3,208.0,377.2,272.9,83.3,164.3,0.9,7.6,1249.8,62.7,72.7,941.5,172.8,1196.5632478632479,53.2367521367521,4.44913816564391
Bihar,1929,51.6,1.1,11.4,16.2,33.1,190.2,328.8,326.3,124.7,231.4,0.0,44.4,1359.2,52.7,60.6,970.1,275.8,1196.5632478632479,162.6367521367522,13.59198959412963
Bihar,1930,11.6,7.6,13.6,6.6,28.6,144.6,298.2,247.8,290.9,30.4,24.0,10.4,1114.3,19.2,48.8,981.5,64.8,1196.5632478632479,-82.2632478632479,-6.874960267261154
Bihar,1931,1.3,32.4,11.4,1.6,27.5,75.9,441.3,218.8,248.2,76.1,11.2,0.7,1146.3,33.7,40.5,984.2,87.9,1196.5632478632479,-50.2632478632479,-4.200634438088003
Bihar,1932,0.0,8.2,0.5,14.8,26.6,152.1,164.3,249.3,191.2,32.4,78.7,8.9,926.9,8.2,41.9,756.8,120.0,1196.5632478632479,-269.6632478632479,-22.536480904356424
Bihar,1933,28.3,13.1,0.7,62.1,90.3,197.0,377.3,377.8,167.8,77.6,0.3,0.3,1392.6,41.3,153.2,1119.8,78.2,1196.5632478632479,196.03675213675206,16.383317178329097
Bihar,1934,30.1,13.7,3.0,9.1,22.0,165.5,432.6,251.3,231.2,55.2,9.8,2.8,1226.1,43.7,34.1,1080.6,67.7,1196.5632478632479,29.536752136752057,2.468465598412541
Bihar,1935,21.0,19.6,0.6,0.7,21.9,127.9,193.8,481.7,370.3,2.6,0.1,0.1,1240.4,40.6,23.3,1173.7,2.8,1196.5632478632479,43.83675213675224,3.6635549533243084
Bihar,1936,7.7,6.9,4.6,7.7,84.3,188.9,462.2,261.5,449.2,88.8,0.4,10.3,1572.5,14.6,96.6,1361.9,99.5,1196.5632478632479,375.93675213675215,31.418042699211917
Bihar,1937,0.0,66.3,0.8,10.7,80.0,113.6,217.9,441.8,179.3,194.6,0.3,1.1,1306.4,66.3,91.5,952.6,196.0,1196.5632478632479,109.83675213675224,9.179351975993933
Bihar,1938,12.4,17.0,0.0,2.9,115.5,382.4,362.1,385.1,201.4,27.1,0.8,0.0,1506.7,29.4,118.5,1331.0,27.9,1196.5632478632479,310.1367521367522,25.91896021297463
Bihar,1939,5.0,42.3,11.3,1.7,41.5,230.4,315.0,277.1,262.0,56.9,0.0,0.0,1243.2,47.3,54.5,1084.5,56.9,1196.5632478632479,46.63675213675219,3.897558463376955
Bihar,1940,0.9,43.8,65.5,5.0,31.9,114.6,317.6,314.9,171.6,4.9,0.0,17.5,1088.3,44.7,102.5,918.7,22.4,1196.5632478632479,-108.2632478632479,-9.04785000346434
Bihar,1941,16.2,2.8,0.7,4.6,67.1,177.7,248.8,466.0,190.2,47.8,1.1,0.0,1223.1,19.0,72.5,1082.7,48.9,1196.5632478632479,26.536752136752057,2.217747551927558
Bihar,1942,34.4,43.5,14.7,18.2,28.1,174.7,253.5,330.4,347.2,7.0,0.0,0.9,1252.5,77.8,61.0,1105.7,8.0,1196.5632478632479,55.93675213675215,4.674784407480399
Bihar,1943,34.7,16.9,0.2,40.7,37.0,169.8,296.0,322.1,215.4,37.0,0.0,0.0,1169.9,51.6,78.0,1003.3,37.0,1196.5632478632479,-26.66324786324776,-2.228319139072792
Bihar,1944,27.3,32.6,42.0,34.1,21.9,223.9,253.5,322.8,221.3,48.5,0.2,0.8,1228.8,59.9,98.0,1021.5,49.5,1196.5632478632479,32.2367521367521,2.6941118402490294
Bihar,1945,50.7,24.0,1.4,32.4,57.8,120.5,226.9,265.6,305.5,154.8,0.0,3.2,1242.9,74.7,91.5,918.6,158.0,1196.5632478632479,46.33675213675224,3.8724866587284605
Bihar,1946,0.0,21.3,5.0,52.3,88.6,168.7,354.7,267.8,271.8,148.7,14.9,0.0,1393.7,21.3,145.9,1062.9,163.6,1196.5632478632479,197.1367521367522,16.475247128706936
Bihar,1947,5.6,5.6,10.2,7.5,57.7,89.4,394.4,244.6,215.3,61.5,0.1,0.3,1092.1,11.2,75.4,943.7,61.9,1196.5632478632479,-104.46324786324794,-8.730273811250033
Bihar,1948,11.1,7.5,3.6,11.3,46.3,114.6,409.0,329.8,248.9,81.0,36.2,0.0,1299.2,18.6,61.2,1102.2,117.2,1196.5632478632479,102.6367521367522,8.577628664429971
Bihar,1949,16.5,42.8,5.7,35.5,93.1,200.2,341.7,386.5,217.9,103.4,1.1,0.0,1444.4,59.4,134.3,1146.3,104.5,1196.5632478632479,247.83675213675224,20.712382114303153
Bihar,1950,9.8,11.8,22.1,2.2,43.3,346.5,257.0,313.3,113.4,3.0,0.1,2.1,1124.6,21.6,67.6,1030.1,5.2,1196.5632478632479,-71.96324786324794,-6.0141616409960506
Bihar,1951,7.3,1.5,5.8,8.2,22.8,144.5,307.8,204.5,114.3,28.7,4.7,0.1,850.2,8.8,36.8,771.1,33.5,1196.5632478632479,-346.3632478632478,-28.946505626155815
Bihar,1952,1.1,10.3,20.1,24.6,57.0,272.5,212.5,291.9,297.7,15.4,3.4,0.4,1206.8,11.4,101.6,1074.5,19.3,1196.5632478632479,10.236752136752102,0.8555128326924875
Bihar,1953,29.7,4.2,8.7,16.7,37.4,224.7,431.8,263.3,342.2,18.4,0.9,0.8,1378.7,33.9,62.7,1262.0,20.2,1196.5632478632479,182.1367521367522,15.22165689628202
Bihar,1954,12.5,8.4,0.8,0.6,40.9,166.6,366.1,308.6,129.5,15.1,0.2,1.3,1050.5,20.9,42.3,970.7,16.6,1196.5632478632479,-146.06324786324785,-12.206897389175122
Bihar,1955,20.0,6.7,2.3,11.9,28.2,172.5,505.7,268.7,192.2,35.7,0.3,0.1,1244.2,26.7,42.5,1139.0,36.1,1196.5632478632479,47.63675213675219,3.9811311455386162
Bihar,1956,19.3,4.7,9.6,5.3,75.4,319.4,200.6,286.3,359.8,168.8,36.0,8.1,1493.4,24.0,90.4,1166.2,212.9,1196.5632478632479,296.83675213675224,24.80744354022454
Bihar,1957,75.2,2.8,11.6,0.5,1.3,115.6,334.5,295.8,115.2,11.6,0.0,2.7,966.9,78.0,13.4,861.2,14.4,1196.5632478632479,-229.66324786324788,-19.193573617889985
Bihar,1958,16.0,2.7,4.7,26.4,16.1,120.7,222.8,451.1,224.2,81.5,0.7,0.6,1167.4,18.7,47.2,1018.8,82.7,1196.5632478632479,-29.16324786324776,-2.4372508444769445
Bihar,1959,81.2,1.5,9.4,18.6,35.7,132.3,245.8,264.2,157.1,233.8,0.0,0.1,1179.6,82.7,63.7,799.3,233.9,1196.5632478632479,-16.963247863247943,-1.4176641221046953
Bihar,1960,1.4,0.1,42.7,5.2,49.9,117.6,357.4,285.5,348.1,37.9,2.0,0.0,1247.9,1.5,97.9,1108.7,39.9,1196.5632478632479,51.33675213675224,4.290350069536766
Bihar,1961,11.7,35.8,1.4,2.0,33.9,239.7,211.6,317.5,157.5,236.0,0.8,10.1,1258.1,47.5,37.3,926.3,246.9,1196.5632478632479,61.53675213675206,5.142791427585693
Bihar,1962,13.0,7.8,9.5,20.8,38.8,156.4,244.3,395.4,216.3,72.5,0.0,3.2,1178.1,20.8,69.1,1012.4,75.7,1196.5632478632479,-18.463247863247943,-1.5430231453471868
Bihar,1963,3.4,1.7,9.4,17.5,78.9,154.0,375.4,273.5,255.7,138.7,17.8,0.2,1326.1,5.1,105.9,1058.6,156.6,1196.5632478632479,129.53675213675206,10.82573381457864
Bihar,1964,1.4,3.3,2.4,21.9,59.3,134.7,453.6,157.7,219.0,66.3,2.7,0.0,1122.5,4.7,83.6,965.1,69.1,1196.5632478632479,-74.06324786324785,-6.189664273535531
Bihar,1965,0.4,1.2,15.7,7.1,7.7,98.8,302.2,328.3,215.0,22.2,1.8,2.4,1002.7,1.7,30.4,944.3,26.3,1196.5632478632479,-193.8632478632478,-16.201671596502514
Bihar,1966,21.2,6.9,0.1,0.9,39.5,114.5,155.5,308.3,83.1,18.3,17.1,1.6,767.0,28.1,40.4,661.5,37.0,1196.5632478632479,-429.56324786324785,-35.89975278200602
Bihar,1967,0.2,0.1,38.6,30.6,23.6,80.7,278.2,282.1,253.8,10.3,0.1,1.5,999.9,0.2,92.8,894.8,12.0,1196.5632478632479,-196.66324786324788,-16.43567510655517
Bihar,1968,29.1,1.7,7.0,3.0,17.3,261.8,329.6,293.1,79.2,113.3,0.0,4.9,1140.1,30.8,27.3,963.7,118.2,1196.5632478632479,-56.46324786324794,-4.7187850674903045
Bihar,1969,5.2,9.3,9.7,20.7,64.4,193.1,348.4,379.4,219.1,15.3,23.6,0.3,1288.6,14.5,94.8,1140.1,39.2,1196.5632478632479,92.03675213675206,7.691758233516353
Bihar,1970,22.1,13.4,3.2,17.9,39.2,194.6,284.2,235.6,229.5,34.5,0.4,0.0,1074.7,35.5,60.2,944.0,35.0,1196.5632478632479,-121.8632478632478,-10.184438480862923
Bihar,1971,17.3,14.6,5.1,91.4,81.5,278.0,307.0,367.9,129.2,138.6,1.9,0.0,1432.6,31.9,178.0,1082.2,140.5,1196.5632478632479,236.03675213675206,19.726224464795536
Bihar,1972,12.9,38.0,2.7,3.2,3.4,56.7,163.4,154.9,209.7,48.4,24.6,0.0,717.9,51.0,9.2,584.7,73.0,1196.5632478632479,-478.6632478632479,-40.00317147614357
Bihar,1973,22.9,10.2,3.8,4.4,65.0,200.9,185.1,258.9,271.4,158.2,8.3,0.0,1189.0,33.1,73.1,916.3,166.5,1196.5632478632479,-7.563247863247852,-0.6320809097850744
Bihar,1974,3.9,0.7,21.9,9.9,39.1,129.4,451.6,317.5,229.2,28.0,0.3,3.7,1235.2,4.6,70.9,1127.7,32.0,1196.5632478632479,38.63675213675219,3.2289770060836673
Bihar,1975,9.1,4.1,12.0,11.0,34.4,143.2,403.1,155.2,245.3,51.7,0.0,0.0,1069.1,13.2,57.5,946.7,51.7,1196.5632478632479,-127.46324786324794,-10.652445500968236
Bihar,1976,2.3,12.4,0.9,8.9,80.1,147.1,221.0,292.8,372.6,22.4,0.7,0.5,1161.7,14.7,90.0,1033.4,23.7,1196.5632478632479,-34.86324786324781,-2.913615132798416
Bihar,1977,5.3,2.9,1.3,17.0,83.7,102.5,375.5,266.0,121.0,147.1,8.1,17.3,1147.5,8.1,101.9,865.0,172.5,1196.5632478632479,-49.06324786324785,-4.100347219494005
Bihar,1978,13.4,27.8,16.8,24.5,51.8,190.4,313.6,252.6,248.6,142.8,4.8,3.7,1290.8,41.1,93.0,1005.2,151.4,1196.5632478632479,94.2367521367521,7.8756181342720115
Bihar,1979,23.4,19.4,2.3,21.3,6.2,90.6,435.5,166.1,113.0,88.5,25.2,10.3,1001.9,42.9,29.8,805.2,124.0,1196.5632478632479,-194.66324786324788,-16.26852974223185
Bihar,1980,4.7,2.4,9.5,7.9,80.9,160.2,389.9,375.3,190.5,29.5,0.2,1.0,1252.2,7.1,98.4,1115.9,30.8,1196.5632478632479,55.63675213675219,4.6497126028319045
Bihar,1981,31.3,5.7,14.3,47.9,86.3,107.9,580.1,311.3,168.8,1.0,6.1,3.9,1364.7,37.0,148.4,1168.1,11.0,1196.5632478632479,168.1367521367522,14.051639346018765
Bihar,1982,4.4,6.1,28.2,14.7,31.0,222.4,227.2,164.5,170.5,42.1,21.5,1.0,933.5,10.5,73.9,784.6,64.6,1196.5632478632479,-263.06324786324785,-21.98490120208946
Bihar,1983,13.1,1.7,8.0,45.0,81.1,101.2,353.8,195.8,220.6,69.9,0.0,14.1,1104.2,14.8,134.1,871.3,84.0,1196.5632478632479,-92.3632478632478,-7.719044357093924
Bihar,1984,28.6,33.9,1.3,11.2,65.6,353.4,476.4,216.9,219.0,15.4,1.5,3.0,1426.2,62.5,78.1,1265.8,19.9,1196.5632478632479,229.6367521367522,19.191359298960915
Bihar,1985,8.8,0.5,0.5,8.0,69.2,163.2,481.5,238.0,289.0,188.0,1.2,7.1,1455.0,9.3,77.7,1171.7,196.3,1196.5632478632479,258.43675213675215,21.598252545216752
Bihar,1986,1.1,13.9,0.5,16.0,94.3,168.4,395.7,263.5,221.1,124.2,1.3,22.1,1322.1,15.0,110.8,1048.6,147.6,1196.5632478632479,125.53675213675206,10.491443085931996
Bihar,1987,0.7,3.7,5.4,37.7,40.1,143.6,452.0,539.8,379.7,52.8,2.7,2.3,1660.4,4.3,83.1,1515.1,57.9,1196.5632478632479,463.83675213675224,38.76408146122193
Bihar,1988,1.2,15.3,27.3,46.9,46.2,174.5,364.5,459.4,153.2,33.7,1.5,13.8,1337.4,16.4,120.3,1151.6,49.0,1196.5632478632479,140.83675213675224,11.770105123005425
Bihar,1989,8.9,8.7,6.9,0.2,100.3,152.9,446.0,171.9,330.9,28.2,1.0,14.0,1269.9,17.5,107.4,1101.7,43.2,1196.5632478632479,73.33675213675224,6.128949077093307
Bihar,1990,0.3,30.2,13.8,14.0,83.3,156.6,485.5,204.4,201.2,49.7,0.0,0.2,1239.4,30.6,111.1,1047.8,49.9,1196.5632478632479,42.83675213675224,3.5799822711626477
Bihar,1991,14.5,6.3,7.9,8.9,31.2,176.2,179.7,324.2,270.5,7.2,0.0,19.2,1045.7,20.7,48.0,950.5,26.5,1196.5632478632479,-150.8632478632478,-12.608046263551092
Bihar,1992,2.6,3.1,0.1,2.6,61.1,83.9,284.8,219.2,85.9,52.4,1.4,0.4,797.6,5.8,63.8,673.8,54.2,1196.5632478632479,-398.96324786324783,-33.342428707859185
Bihar,1993,9.4,4.0,24.5,24.5,51.1,154.8,209.1,357.3,320.0,34.3,19.3,0.1,1208.3,13.4,100.1,1041.2,53.6,1196.5632478632479,11.736752136752102,0.9808718559349789
Bihar,1994,28.3,29.1,1.0,7.0,32.7,130.9,217.7,257.6,226.5,32.9,4.4,1.2,969.4,57.5,40.7,832.8,38.5,1196.5632478632479,-227.16324786324788,-18.98464191248583
Bihar,1995,6.8,11.6,2.0,0.1,6.7,162.9,227.5,335.7,279.1,11.4,44.4,23.8,1111.9,18.4,8.8,1005.1,79.6,1196.5632478632479,-84.66324786324776,-7.0755347044491295
Bihar,1996,26.0,21.7,0.2,3.0,18.2,220.1,238.5,350.9,162.5,66.2,0.0,0.0,1107.2,47.7,21.4,972.0,66.2,1196.5632478632479,-89.3632478632478,-7.46832631060894
Bihar,1997,10.5,1.1,2.9,29.3,42.2,211.0,463.9,287.6,185.8,27.8,11.0,30.6,1303.7,11.6,74.4,1148.3,69.5,1196.5632478632479,107.1367521367522,8.953705734157445
Bihar,1998,8.4,11.2,23.6,26.6,38.2,96.6,465.1,377.4,188.0,83.0,14.5,0.0,1332.5,19.6,88.4,1127.0,97.5,1196.5632478632479,135.93675213675215,11.360598980413279
Bihar,1999,0.1,0.2,0.4,3.8,83.6,265.1,380.8,347.5,199.6,114.1,6.9,0.6,1402.7,0.3,87.8,1192.9,121.7,1196.5632478632479,206.1367521367522,17.227401268161884
Bihar,2000,0.5,12.1,3.6,37.2,96.2,267.2,264.3,201.4,314.8,9.6,0.0,0.1,1207.0,12.7,137.0,1047.7,9.7,1196.5632478632479,10.436752136752148,0.8722273691248235
Bihar,2001,1.0,0.5,3.0,12.6,98.4,224.4,224.7,225.9,274.8,181.3,0.5,0.0,1247.0,1.5,114.0,949.8,181.8,1196.5632478632479,50.43675213675215,4.215134655591264
Bihar,2002,13.4,11.3,2.2,25.0,74.8,116.6,386.1,247.7,192.8,33.8,1.4,0.7,1105.8,24.6,102.1,943.2,35.8,1196.5632478632479,-90.7632478632479,-7.585328065635273
Bihar,2003,13.2,39.7,10.2,21.9,41.4,230.9,356.8,310.6,183.9,142.0,0.2,3.0,1353.9,52.9,73.5,1082.3,145.2,1196.5632478632479,157.33675213675224,13.149054378672831
Bihar,2004,22.7,2.1,2.2,32.0,72.7,246.8,418.4,175.9,115.3,56.4,3.1,0.0,1147.8,24.8,107.0,956.4,59.5,1196.5632478632479,-48.7632478632479,-4.075275414845511
Bihar,2005,13.9,14.3,12.1,7.7,28.6,82.5,300.0,309.1,105.1,34.3,0.0,0.2,907.8,28.2,48.5,796.7,34.5,1196.5632478632479,-288.7632478632479,-24.13271913364415
Bihar,2006,0.1,0.0,1.9,19.2,73.2,200.0,290.7,160.4,285.2,17.6,2.9,1.6,1052.8,0.1,94.3,936.3,22.1,1196.5632478632479,-143.7632478632479,-12.014680220203305
Bihar,2007,0.2,34.2,25.4,20.3,94.4,170.4,549.4,340.6,309.0,39.6,9.1,7.5,1600.2,34.3,140.2,1369.4,56.2,1196.5632478632479,403.6367521367522,33.73300599508993
Bihar,2008,25.6,4.4,3.2,10.4,48.9,291.2,397.2,278.1,117.1,21.4,0.1,0.0,1197.7,30.0,62.6,1083.5,21.6,1196.5632478632479,1.136752136752193,0.09500142502138004
Bihar,2009,0.3,0.4,1.1,2.9,98.5,67.7,213.6,298.9,127.6,72.6,5.1,0.8,889.3,0.7,102.5,707.7,78.4,1196.5632478632479,-307.2632478632479,-25.678813753634877
Bihar,2010,0.1,1.1,0.2,6.5,44.4,80.9,191.2,158.4,105.7,33.6,5.0,2.1,629.2,1.3,51.1,536.2,40.7,1196.5632478632479,-567.3632478632478,-47.416068383882894
Bihar,2011,4.2,7.7,9.2,23.9,74.5,211.0,241.1,278.7,234.1,10.0,2.0,0.9,1097.1,11.8,107.6,964.8,12.9,1196.5632478632479,-99.46324786324794,-8.312410400441728
Bihar,2012,18.1,2.7,7.3,20.4,18.8,96.2,354.0,240.4,233.8,34.3,6.4,0.0,1032.4,20.9,46.5,924.4,40.6,1196.5632478632479,-164.16324786324776,-13.71956293630118
Bihar,2013,5.1,22.6,0.6,32.3,89.5,183.3,182.0,213.6,143.3,197.1,0.4,0.0,1069.9,27.7,122.4,722.2,197.5,1196.5632478632479,-126.66324786324776,-10.585587355238891
Bihar,2014,17.0,33.5,8.4,0.7,103.9,115.2,265.4,307.6,160.3,47.8,0.0,1.2,1061.0,50.5,112.9,848.6,49.0,1196.5632478632479,-135.56324786324785,-11.329384226477682
Bihar,2015,12.8,1.8,27.2,38.7,39.5,122.1,231.5,287.0,101.7,10.4,0.0,0.0,872.7,14.6,105.5,742.3,10.4,1196.5632478632479,-323.8632478632478,-27.066120277518447
Bihar,2016,9.3,0.6,5.6,3.9,84.0,128.7,356.4,150.8,357.9,60.8,0.0,0.0,1158.0,9.9,93.5,993.9,60.8,1196.5632478632479,-38.56324786324785,-3.2228340567965654
Bihar,2017,0.7,0.0,22.8,21.8,79.7,84.6,379.9,342.8,129.6,50.1,0.0,0.0,1112.0,0.7,124.3,936.8,50.2,1196.5632478632479,-84.56324786324785,-7.067177436232972
East Uttar Pradesh,1901,62.6,31.3,8.2,1.1,13.6,21.8,226.5,285.6,215.4,4.9,0.1,2.1,873.2,93.9,22.9,749.3,7.1,975.8649572649572,-102.66495726495714,-10.520406179221228
East Uttar Pradesh,1902,6.1,2.3,2.4,2.0,21.4,32.5,411.5,155.4,257.2,13.2,1.2,0.0,905.2,8.3,25.9,856.6,14.5,975.8649572649572,-70.66495726495714,-7.241263941171614
East Uttar Pradesh,1903,8.2,0.4,1.3,0.7,15.3,71.6,115.3,420.2,258.7,324.7,0.0,0.0,1216.4,8.6,17.3,865.8,324.7,975.8649572649572,240.5350427350429,24.64839432386086
East Uttar Pradesh,1904,7.3,1.5,8.3,0.4,28.7,148.0,359.4,328.8,95.0,50.6,17.0,26.3,1071.2,8.8,37.4,931.1,93.9,975.8649572649572,95.33504273504286,9.769286418710744
East Uttar Pradesh,1905,16.8,23.6,20.0,5.4,15.4,17.3,302.4,316.2,169.5,3.3,0.0,1.6,891.6,40.5,40.9,805.4,4.9,975.8649572649572,-84.26495726495716,-8.634899392342703
East Uttar Pradesh,1906,5.7,58.2,6.7,0.0,13.5,140.6,341.2,290.9,135.5,5.1,0.0,0.1,997.7,64.0,20.3,908.2,5.2,975.8649572649572,21.83504273504286,2.2375065906905425
East Uttar Pradesh,1907,2.1,74.9,19.2,20.3,11.1,48.6,173.5,290.9,25.7,0.0,0.0,0.1,666.3,77.0,50.5,538.6,0.1,975.8649572649572,-309.56495726495723,-31.722110212110756
East Uttar Pradesh,1908,19.2,15.7,7.7,0.8,5.2,63.3,230.5,304.0,86.1,11.9,0.0,0.3,744.7,34.9,13.7,683.9,12.2,975.8649572649572,-231.16495726495714,-23.688211728889197
East Uttar Pradesh,1909,8.4,5.4,0.0,66.6,6.6,248.9,399.0,206.9,135.3,9.0,0.0,20.5,1106.9,13.9,73.2,990.2,29.5,975.8649572649572,131.0350427350429,13.427579478034845
East Uttar Pradesh,1910,4.4,0.2,0.5,1.6,28.6,163.8,231.1,341.4,213.5,103.0,28.0,0.2,1116.4,4.6,30.8,949.8,131.2,975.8649572649572,140.5350427350429,14.401074829955823
East Uttar Pradesh,1911,40.1,0.1,29.1,2.2,4.0,121.8,85.9,320.7,373.4,99.4,37.1,0.1,1113.9,40.2,35.3,901.8,136.6,975.8649572649572,138.0350427350429,14.144891842608198
East Uttar Pradesh,1912,16.0,7.3,6.5,5.7,18.8,60.6,336.5,279.1,117.6,0.7,30.2,0.5,879.6,23.4,31.0,793.8,31.4,975.8649572649572,-96.26495726495716,-9.864577731611307
East Uttar Pradesh,1913,0.6,37.1,32.0,0.5,68.7,175.0,222.0,200.0,95.7,15.5,0.0,14.5,861.4,37.7,101.2,692.6,29.9,975.8649572649572,-114.4649572649572,-11.729589879502027
East Uttar Pradesh,1914,1.3,16.1,21.8,8.3,55.3,37.2,407.7,346.1,92.1,2.6,0.1,0.2,988.8,17.3,85.4,883.1,2.9,975.8649572649572,12.93504273504277,1.325495155732985
East Uttar Pradesh,1915,12.5,45.5,25.6,5.8,20.1,107.9,285.4,417.2,387.4,98.6,1.9,1.9,1409.8,58.0,51.5,1197.9,102.5,975.8649572649572,433.93504273504277,44.466710225073186
East Uttar Pradesh,1916,0.0,20.1,0.0,6.9,7.3,243.5,314.8,351.2,197.4,55.5,5.1,0.0,1201.9,20.1,14.2,1106.9,60.7,975.8649572649572,226.0350427350429,23.16253299724463
East Uttar Pradesh,1917,7.9,32.2,8.4,3.9,43.8,171.4,356.7,230.0,302.2,55.4,0.0,4.6,1216.5,40.2,56.0,1060.3,60.0,975.8649572649572,240.63504273504282,24.658641643354756
East Uttar Pradesh,1918,0.6,0.1,5.3,4.3,20.3,142.0,110.4,261.6,104.0,0.1,1.1,0.9,650.7,0.7,29.9,618.1,2.1,975.8649572649572,-325.16495726495714,-33.32069205315993
East Uttar Pradesh,1919,46.2,9.6,2.9,6.5,12.2,68.8,347.4,237.4,228.9,59.1,0.1,4.4,1023.4,55.7,21.5,882.5,63.6,975.8649572649572,47.53504273504279,4.871067700624129
East Uttar Pradesh,1920,0.0,12.5,13.6,0.8,16.0,86.2,468.4,161.4,98.2,3.1,0.0,0.0,860.2,12.6,30.3,814.2,3.1,975.8649572649572,-115.66495726495714,-11.852557713428881
East Uttar Pradesh,1921,41.2,0.7,2.5,8.5,0.5,166.8,203.6,460.7,218.2,11.1,0.0,1.0,1114.7,41.9,11.5,1049.3,12.1,975.8649572649572,138.83504273504286,14.226870398559432
East Uttar Pradesh,1922,27.6,5.7,0.0,4.4,2.9,130.2,436.8,438.1,299.1,3.1,0.6,15.5,1364.0,33.4,7.3,1304.1,19.2,975.8649572649572,388.1350427350428,39.773437896864685
East Uttar Pradesh,1923,1.2,38.1,0.1,0.1,5.4,41.9,276.6,340.5,261.7,93.2,1.0,16.2,1076.2,39.3,5.7,920.7,110.5,975.8649572649572,100.33504273504286,10.281652393405995
